Bag Number,Site,Date,Locality,Latitude,Longitude,Collector,Unique ID,Method(nocolor),Method,Warming,Plant Species,Order,Family,Genus,Species,Sex,Notes,Location
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1971,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1972,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1973,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1974,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1977,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1978,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1979,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:198,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1981,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1982,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1984,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1986,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,"Keyed out to Drymeia, but very similar to Phaonia M",NA
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:199,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.3
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1990,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,Greg's Synoptic Collection
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1993,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1994,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
158,"Alexandra Fiord, Nunavut",2012-07-09,Willow,78.875,-75.799,S. Robinson,UBC:GH:1995,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1997,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1999,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:200,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2000,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2001,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,Greg's Synoptic Collection
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2003,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2005,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2007,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:201,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2014,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2015,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2017,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2018,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:202,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2023,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2026,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:203,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2033,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2035,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2037,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:204,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2041,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2042,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2043,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2045,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:205,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2050,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2054,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2055,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
78,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:2056,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.3
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2057,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:206,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2060,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2061,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2062,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2063,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2064,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2065,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2066,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2068,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2069,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:207,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2071,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2073,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2075,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2079,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:208,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2080,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2088,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:209,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2091,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2092,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2093,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2094,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2095,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2096,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2097,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:210,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2100,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2102,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2106,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2107,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:211,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2118,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:212,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2120,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2124,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2125,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2129,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:213,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2135,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
92,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:214,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2148,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
70,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:215,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2152,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
70,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:216,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:2161,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:2163,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:2164,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2165,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.2
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2166,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2167,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2168,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2170,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2171,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2172,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2173,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2174,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2175,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.2
216,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2176,Panfall,Panfall Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
70,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:218,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2183,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2185,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
70,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:219,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2195,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2197,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2198,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
70,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:220,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2200,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2202,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2203,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2205,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2206,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2207,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2208,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2210,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2211,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2215,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2219,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2220,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
124,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:2234,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
